Well,Omit,Sample,Target,Task,Dyes,Cq,Cq Conf,Amp Score,Amp Status,Annotated,Baseline Start,Baseline End,,,,,
I23,FALSE,Bv+P_nanopore_11_T36,Target 1,Unknown,SYBR,22.272789,0,,Amp,FALSE,0,0,,,,,
I24,FALSE,Bv+P_nanopore_12_T36,Target 1,Unknown,SYBR,23.56437,0.04368069128315900,,Amp,FALSE,0,0,,,,,
J1,FALSE,Bv+P_nanopore_1_T24,Target 1,Unknown,SYBR,20.644005,0,,Amp,FALSE,0,0,,,,,
J2,FALSE,Bv+P_nanopore_2_T24,Target 1,Unknown,SYBR,20.708092,0,,Amp,FALSE,0,0,,,,,
J3,FALSE,Bv+P_nanopore_3_T24,Target 1,Unknown,SYBR,20.348866,0,,Amp,FALSE,0,0,,,,,
J4,FALSE,Bv+P_nanopore_4_T24,Target 1,Unknown,SYBR,26.499723,0.8844312758987240,,Amp,FALSE,0,0,,,,,
J5,FALSE,Bv+P_nanopore_5_T24,Target 1,Unknown,SYBR,22.14092,0,,Amp,FALSE,0,0,,,,,
J6,FALSE,Bv+P_nanopore_6_T24,Target 1,Unknown,SYBR,22.281116,0,,Amp,FALSE,0,0,,,,,
J7,FALSE,Bv+P_nanopore_7_T24,Target 1,Unknown,SYBR,24.754389,0.22769249424809500,,Amp,FALSE,0,0,,,,,
J8,FALSE,Bv+P_nanopore_8_T24,Target 1,Unknown,SYBR,23.261978,0.06327396753136470,,Amp,FALSE,0,0,,,,,
J9,FALSE,Bv+P_nanopore_9_T24,Target 1,Unknown,SYBR,19.313822,0,,Amp,FALSE,0,0,,,,,
J10,FALSE,Bv+P_nanopore_10_T24,Target 1,Unknown,SYBR,21.89316,0,,Amp,FALSE,0,0,,,,,
J11,FALSE,Bv+P_nanopore_11_T24,Target 1,Unknown,SYBR,22.79761,0.012353468168108100,,Amp,FALSE,0,0,,,,,
J12,FALSE,Bv+P_nanopore_12_T24,Target 1,Unknown,SYBR,19.902721,0,,Amp,FALSE,0,0,,,,,
J13,FALSE,Bv+P_nanopore_1_T36,Target 1,Unknown,SYBR,25.260822,0.44306600224216200,,Amp,FALSE,0,0,,,,,
J14,FALSE,Bv+P_nanopore_2_T36,Target 1,Unknown,SYBR,25.176157,0.4435473518015360,,Amp,FALSE,0,0,,,,,
J15,FALSE,Bv+P_nanopore_3_T36,Target 1,Unknown,SYBR,22.453697,0,,Amp,FALSE,0,0,,,,,
J16,FALSE,Bv+P_nanopore_4_T36,Target 1,Unknown,SYBR,22.571234,0,,Amp,FALSE,0,0,,,,,
J17,FALSE,Bv+P_nanopore_5_T36,Target 1,Unknown,SYBR,21.960299,0,,Amp,FALSE,0,0,,,,,
J18,FALSE,Bv+P_nanopore_6_T36,Target 1,Unknown,SYBR,23.224518,0.0993367009017488,,Amp,FALSE,0,0,,,,,
J19,FALSE,Bv+P_nanopore_7_T36,Target 1,Unknown,SYBR,21.50877,0,,Amp,FALSE,0,0,,,,,
J20,FALSE,Bv+P_nanopore_8_T36,Target 1,Unknown,SYBR,22.767258,0,,Amp,FALSE,0,0,,,,,
J21,FALSE,Bv+P_nanopore_9_T36,Target 1,Unknown,SYBR,22.237904,0,,Amp,FALSE,0,0,,,,,
J22,FALSE,Bv+P_nanopore_10_T36,Target 1,Unknown,SYBR,23.074512,0,,Amp,FALSE,0,0,,,,,
J23,FALSE,Bv+P_nanopore_11_T36,Target 1,Unknown,SYBR,20.460083,0,,Amp,FALSE,0,0,,,,,
J24,FALSE,Bv+P_nanopore_12_T36,Target 1,Unknown,SYBR,22.650587,0.015138374456186200,,Amp,FALSE,0,0,,,,,
K1,FALSE,Bv+P_nanopore_13_T24,Target 1,Unknown,SYBR,24.062609,0.2510987906482970,,Amp,FALSE,0,0,,,,,
K2,FALSE,Bv+P_nanopore_14_T24,Target 1,Unknown,SYBR,23.075861,0.062404784115095000,,Amp,FALSE,0,0,,,,,
K3,FALSE,Bv+P_nanopore_15_T24,Target 1,Unknown,SYBR,21.919779,0,,Amp,FALSE,0,0,,,,,
K4,FALSE,Bv+P_nanopore_16_T24,Target 1,Unknown,SYBR,24.896097,0.41288478182307900,,Amp,FALSE,0,0,,,,,
K5,FALSE,Bv+P_nanopore_17_T24,Target 1,Unknown,SYBR,23.15235,0.04836166191889130,,Amp,FALSE,0,0,,,,,
K6,FALSE,Bv+P_nanopore_18_T24,Target 1,Unknown,SYBR,21.3583,0,,Amp,FALSE,0,0,,,,,
K7,FALSE,Bv+P_nanopore_19_T24,Target 1,Unknown,SYBR,19.858387,0,,Amp,FALSE,0,0,,,,,
K8,FALSE,Bv+P_nanopore_20_T24,Target 1,Unknown,SYBR,20.033861,0,,Amp,FALSE,0,0,,,,,
K9,FALSE,Bv+P_nanopore_21_T24,Target 1,Unknown,SYBR,22.62179,0.0026731473284973100,,Amp,FALSE,0,0,,,,,
K10,FALSE,Bv+P_nanopore_22_T24,Target 1,Unknown,SYBR,24.094183,0.19358346725574300,,Amp,FALSE,0,0,,,,,
K11,FALSE,Bv+P_nanopore_23_T24,Target 1,Unknown,SYBR,20.488537,0,,Amp,FALSE,0,0,,,,,
K12,FALSE,Bv+P_nanopore_24_T24,Target 1,Unknown,SYBR,21.0947,0,,Amp,FALSE,0,0,,,,,
K13,FALSE,Bv+P_nanopore_13_T36,Target 1,Unknown,SYBR,23.357542,0.019621923896490200,,Amp,FALSE,0,0,,,,,
K14,FALSE,Bv+P_nanopore_14_T36,Target 1,Unknown,SYBR,21.628584,0,,Amp,FALSE,0,0,,,,,
K15,FALSE,Bv+P_nanopore_15_T36,Target 1,Unknown,SYBR,20.92135,0,,Amp,FALSE,0,0,,,,,
K16,FALSE,Bv+P_nanopore_16_T36,Target 1,Unknown,SYBR,27.623312,0.9396560014288290,,Amp,FALSE,0,0,,,,,
K17,FALSE,Bv+P_nanopore_17_T36,Target 1,Unknown,SYBR,21.655823,0,,Amp,FALSE,0,0,,,,,
K18,FALSE,Bv+P_nanopore_18_T36,Target 1,Unknown,SYBR,24.00516,0.09477647533848090,,Amp,FALSE,0,0,,,,,
K19,FALSE,Bv+P_nanopore_19_T36,Target 1,Unknown,SYBR,21.914122,0,,Amp,FALSE,0,0,,,,,
K20,FALSE,Bv+P_nanopore_20_T36,Target 1,Unknown,SYBR,21.909369,0,,Amp,FALSE,0,0,,,,,
K21,FALSE,Bv+P_nanopore_21_T36,Target 1,Unknown,SYBR,22.548475,0,,Amp,FALSE,0,0,,,,,
K22,FALSE,Bv+P_nanopore_22_T36,Target 1,Unknown,SYBR,22.205505,0,,Amp,FALSE,0,0,,,,,
K23,FALSE,Bv+P_nanopore_23_T36,Target 1,Unknown,SYBR,24.24055,0.16275934593511,,Amp,FALSE,0,0,,,,,
K24,FALSE,Bv+P_nanopore_24_T36,Target 1,Unknown,SYBR,23.273043,0,,Amp,FALSE,0,0,,,,,
L1,FALSE,Bv+P_nanopore_13_T24,Target 1,Unknown,SYBR,24.053545,0.22758188283214700,,Amp,FALSE,0,0,,,,,
L2,FALSE,Bv+P_nanopore_14_T24,Target 1,Unknown,SYBR,22.840155,0.028334188950693200,,Amp,FALSE,0,0,,,,,
L3,FALSE,Bv+P_nanopore_15_T24,Target 1,Unknown,SYBR,21.176237,0,,Amp,FALSE,0,0,,,,,
L4,FALSE,Bv+P_nanopore_16_T24,Target 1,Unknown,SYBR,25.210363,0.4912742937431010,,Amp,FALSE,0,0,,,,,
L5,FALSE,Bv+P_nanopore_17_T24,Target 1,Unknown,SYBR,23.341785,0.05943522589058280,,Amp,FALSE,0,0,,,,,
L6,FALSE,Bv+P_nanopore_18_T24,Target 1,Unknown,SYBR,21.396582,0,,Amp,FALSE,0,0,,,,,
L7,FALSE,Bv+P_nanopore_19_T24,Target 1,Unknown,SYBR,21.146912,0,,Amp,FALSE,0,0,,,,,
L8,FALSE,Bv+P_nanopore_20_T24,Target 1,Unknown,SYBR,23.209923,0.055895916344566800,,Amp,FALSE,0,0,,,,,
L9,FALSE,Bv+P_nanopore_21_T24,Target 1,Unknown,SYBR,23.858032,0.14548630525400800,,Amp,FALSE,0,0,,,,,
L10,FALSE,Bv+P_nanopore_22_T24,Target 1,Unknown,SYBR,22.559807,0,,Amp,FALSE,0,0,,,,,
L11,FALSE,Bv+P_nanopore_23_T24,Target 1,Unknown,SYBR,20.99012,0,,Amp,FALSE,0,0,,,,,
L12,FALSE,Bv+P_nanopore_24_T24,Target 1,Unknown,SYBR,20.243986,0,,Amp,FALSE,0,0,,,,,
L13,FALSE,Bv+P_nanopore_13_T36,Target 1,Unknown,SYBR,25.228487,0.3142332118112080,,Amp,FALSE,0,0,,,,,
L14,FALSE,Bv+P_nanopore_14_T36,Target 1,Unknown,SYBR,21.228096,0,,Amp,FALSE,0,0,,,,,
L15,FALSE,Bv+P_nanopore_15_T36,Target 1,Unknown,SYBR,21.777578,0,,Amp,FALSE,0,0,,,,,
L16,FALSE,Bv+P_nanopore_16_T36,Target 1,Unknown,SYBR,25.29954,0.3838943263681400,,Amp,FALSE,0,0,,,,,
L17,FALSE,Bv+P_nanopore_17_T36,Target 1,Unknown,SYBR,22.921574,0,,Amp,FALSE,0,0,,,,,
L18,FALSE,Bv+P_nanopore_18_T36,Target 1,Unknown,SYBR,22.416634,0,,Amp,FALSE,0,0,,,,,
L19,FALSE,Bv+P_nanopore_19_T36,Target 1,Unknown,SYBR,24.349953,0.18890680536159100,,Amp,FALSE,0,0,,,,,
L20,FALSE,Bv+P_nanopore_20_T36,Target 1,Unknown,SYBR,23.756794,0.10817354870781600,,Amp,FALSE,0,0,,,,,
L21,FALSE,Bv+P_nanopore_21_T36,Target 1,Unknown,SYBR,22.344427,0,,Amp,FALSE,0,0,,,,,
L22,FALSE,Bv+P_nanopore_22_T36,Target 1,Unknown,SYBR,21.503153,0,,Amp,FALSE,0,0,,,,,
L23,FALSE,Bv+P_nanopore_23_T36,Target 1,Unknown,SYBR,24.025354,0.11741193518673100,,Amp,FALSE,0,0,,,,,
L24,FALSE,Bv+P_nanopore_24_T36,Target 1,Unknown,SYBR,23.224394,0.07956201118374520,,Amp,FALSE,0,0,,,,,
M1,FALSE,Bd+P_nanopore_1_T24,Target 1,Unknown,SYBR,18.822538,0,,Amp,FALSE,0,0,,,,,
M2,FALSE,Bd+P_nanopore_2_T24,Target 1,Unknown,SYBR,18.785954,0,,Amp,FALSE,0,0,,,,,
M3,FALSE,Bd+P_nanopore_3_T24,Target 1,Unknown,SYBR,19.208813,0,,Amp,FALSE,0,0,,,,,
M4,FALSE,Bd+P_nanopore_4_T24,Target 1,Unknown,SYBR,19.9923,0,,Amp,FALSE,0,0,,,,,
M5,FALSE,Bd+P_nanopore_5_T24,Target 1,Unknown,SYBR,20.754942,0,,Amp,FALSE,0,0,,,,,
M6,FALSE,Bd+P_nanopore_6_T24,Target 1,Unknown,SYBR,22.105356,0,,Amp,FALSE,0,0,,,,,
M7,FALSE,Bd+P_nanopore_7_T24,Target 1,Unknown,SYBR,23.250479,0.11708118270490300,,Amp,FALSE,0,0,,,,,
M8,FALSE,Bd+P_nanopore_8_T24,Target 1,Unknown,SYBR,26.283852,0.6644441447289520,,Amp,FALSE,0,0,,,,,
M9,FALSE,Bd+P_nanopore_9_T24,Target 1,Unknown,SYBR,23.349045,0.09241401138124550,,Amp,FALSE,0,0,,,,,
M10,FALSE,Bd+P_nanopore_10_T24,Target 1,Unknown,SYBR,27.072182,0.9470597203849200,,Amp,FALSE,0,0,,,,,
M11,FALSE,Bd+P_nanopore_11_T24,Target 1,Unknown,SYBR,25.616241,0.4645779960127270,,Amp,FALSE,0,0,,,,,
M12,FALSE,Bd+P_nanopore_12_T24,Target 1,Unknown,SYBR,23.822393,0.15094779243644700,,Amp,FALSE,0,0,,,,,
M13,FALSE,Bd+P_nanopore_1_T36,Target 1,Unknown,SYBR,17.289543,0,,Amp,FALSE,0,0,,,,,
M14,FALSE,Bd+P_nanopore_2_T36,Target 1,Unknown,SYBR,17.756083,0,,Amp,FALSE,0,0,,,,,
M15,FALSE,Bd+P_nanopore_3_T36,Target 1,Unknown,SYBR,16.588646,0,,Amp,FALSE,0,0,,,,,
M16,FALSE,Bd+P_nanopore_4_T36,Target 1,Unknown,SYBR,16.545153,0,,Amp,FALSE,0,0,,,,,
M17,FALSE,Bd+P_nanopore_5_T36,Target 1,Unknown,SYBR,17.808182,0,,Amp,FALSE,0,0,,,,,
M18,FALSE,Bd+P_nanopore_6_T36,Target 1,Unknown,SYBR,17.766926,0,,Amp,FALSE,0,0,,,,,
M19,FALSE,Bd+P_nanopore_7_T36,Target 1,Unknown,SYBR,17.016731,0,,Amp,FALSE,0,0,,,,,
M20,FALSE,Bd+P_nanopore_8_T36,Target 1,Unknown,SYBR,19.758087,0,,Amp,FALSE,0,0,,,,,
M21,FALSE,Bd+P_nanopore_9_T36,Target 1,Unknown,SYBR,17.111383,0,,Amp,FALSE,0,0,,,,,
M22,FALSE,Bd+P_nanopore_10_T36,Target 1,Unknown,SYBR,17.722826,0,,Amp,FALSE,0,0,,,,,
M23,FALSE,Bd+P_nanopore_11_T36,Target 1,Unknown,SYBR,18.799324,0,,Amp,FALSE,0,0,,,,,
M24,FALSE,Bd+P_nanopore_12_T36,Target 1,Unknown,SYBR,21.69666,0,,Amp,FALSE,0,0,,,,,
N1,FALSE,Bd+P_nanopore_1_T24,Target 1,Unknown,SYBR,20.396955,0,,Amp,FALSE,0,0,,,,,
N2,FALSE,Bd+P_nanopore_2_T24,Target 1,Unknown,SYBR,20.512514,0,,Amp,FALSE,0,0,,,,,
N3,FALSE,Bd+P_nanopore_3_T24,Target 1,Unknown,SYBR,22.231972,0,,Amp,FALSE,0,0,,,,,
N4,FALSE,Bd+P_nanopore_4_T24,Target 1,Unknown,SYBR,19.783901,0,,Amp,FALSE,0,0,,,,,
N5,FALSE,Bd+P_nanopore_5_T24,Target 1,Unknown,SYBR,19.73618,0,,Amp,FALSE,0,0,,,,,
N6,FALSE,Bd+P_nanopore_6_T24,Target 1,Unknown,SYBR,22.86786,0.029825527768605900,,Amp,FALSE,0,0,,,,,
N7,FALSE,Bd+P_nanopore_7_T24,Target 1,Unknown,SYBR,21.704174,0,,Amp,FALSE,0,0,,,,,
N8,FALSE,Bd+P_nanopore_8_T24,Target 1,Unknown,SYBR,22.004446,0,,Amp,FALSE,0,0,,,,,
N9,FALSE,Bd+P_nanopore_9_T24,Target 1,Unknown,SYBR,24.21615,0.21101336466800500,,Amp,FALSE,0,0,,,,,
N10,FALSE,Bd+P_nanopore_10_T24,Target 1,Unknown,SYBR,27.42163,0.945395676148508,,Amp,FALSE,0,0,,,,,
N11,FALSE,Bd+P_nanopore_11_T24,Target 1,Unknown,SYBR,25.070543,0.37806256709468000,,Amp,FALSE,0,0,,,,,
N12,FALSE,Bd+P_nanopore_12_T24,Target 1,Unknown,SYBR,22.30651,0,,Amp,FALSE,0,0,,,,,
N13,FALSE,Bd+P_nanopore_1_T36,Target 1,Unknown,SYBR,16.766428,0,,Amp,FALSE,0,0,,,,,
N14,FALSE,Bd+P_nanopore_2_T36,Target 1,Unknown,SYBR,19.380556,0,,Amp,FALSE,0,0,,,,,
N15,FALSE,Bd+P_nanopore_3_T36,Target 1,Unknown,SYBR,16.857794,0,,Amp,FALSE,0,0,,,,,
N16,FALSE,Bd+P_nanopore_4_T36,Target 1,Unknown,SYBR,19.128384,0,,Amp,FALSE,0,0,,,,,
N17,FALSE,Bd+P_nanopore_5_T36,Target 1,Unknown,SYBR,16.623034,0,,Amp,FALSE,0,0,,,,,
N18,FALSE,Bd+P_nanopore_6_T36,Target 1,Unknown,SYBR,18.153673,0,,Amp,FALSE,0,0,,,,,
N19,FALSE,Bd+P_nanopore_7_T36,Target 1,Unknown,SYBR,19.757853,0,,Amp,FALSE,0,0,,,,,
N20,FALSE,Bd+P_nanopore_8_T36,Target 1,Unknown,SYBR,19.363653,0,,Amp,FALSE,0,0,,,,,
N21,FALSE,Bd+P_nanopore_9_T36,Target 1,Unknown,SYBR,18.286394,0,,Amp,FALSE,0,0,,,,,
N22,FALSE,Bd+P_nanopore_10_T36,Target 1,Unknown,SYBR,18.034513,0,,Amp,FALSE,0,0,,,,,
N23,FALSE,Bd+P_nanopore_11_T36,Target 1,Unknown,SYBR,17.797018,0,,Amp,FALSE,0,0,,,,,
N24,FALSE,Bd+P_nanopore_12_T36,Target 1,Unknown,SYBR,22.23873,0,,Amp,FALSE,0,0,,,,,
O1,FALSE,Bd+P_nanopore_13_T24,Target 1,Unknown,SYBR,19.02198,0,,Amp,FALSE,0,0,,,,,
O2,FALSE,Bd+P_nanopore_14_T24,Target 1,Unknown,SYBR,21.241173,0,,Amp,FALSE,0,0,,,,,
O3,FALSE,Bd+P_nanopore_15_T24,Target 1,Unknown,SYBR,18.62245,0,,Amp,FALSE,0,0,,,,,
O4,FALSE,Bd+P_nanopore_16_T24,Target 1,Unknown,SYBR,21.0811,0,,Amp,FALSE,0,0,,,,,
O5,FALSE,Bd+P_nanopore_17_T24,Target 1,Unknown,SYBR,19.461294,0,,Amp,FALSE,0,0,,,,,
O6,FALSE,Bd+P_nanopore_18_T24,Target 1,Unknown,SYBR,21.878319,0,,Amp,FALSE,0,0,,,,,
O7,FALSE,Bd+P_nanopore_19_T24,Target 1,Unknown,SYBR,17.174517,0,,Amp,FALSE,0,0,,,,,
O8,FALSE,Bd+P_nanopore_20_T24,Target 1,Unknown,SYBR,21.618826,0,,Amp,FALSE,0,0,,,,,
O9,FALSE,Bd+P_nanopore_21_T24,Target 1,Unknown,SYBR,23.184559,0.10322401620354700,,Amp,FALSE,0,0,,,,,
O10,FALSE,Bd+P_nanopore_22_T24,Target 1,Unknown,SYBR,25.623184,0.6283818821772670,,Amp,FALSE,0,0,,,,,
O11,FALSE,Bd+P_nanopore_23_T24,Target 1,Unknown,SYBR,26.074417,0.6474808842943780,,Amp,FALSE,0,0,,,,,
O12,FALSE,Bd+P_nanopore_24_T24,Target 1,Unknown,SYBR,22.022785,0,,Amp,FALSE,0,0,,,,,
O13,FALSE,Bd+P_nanopore_13_T36,Target 1,Unknown,SYBR,16.935549,0,,Amp,FALSE,0,0,,,,,
O14,FALSE,Bd+P_nanopore_14_T36,Target 1,Unknown,SYBR,16.976854,0,,Amp,FALSE,0,0,,,,,
O15,FALSE,Bd+P_nanopore_15_T36,Target 1,Unknown,SYBR,16.666565,0,,Amp,FALSE,0,0,,,,,
O16,FALSE,Bd+P_nanopore_16_T36,Target 1,Unknown,SYBR,19.052837,0,,Amp,FALSE,0,0,,,,,
O17,FALSE,Bd+P_nanopore_17_T36,Target 1,Unknown,SYBR,17.02895,0,,Amp,FALSE,0,0,,,,,
O18,FALSE,Bd+P_nanopore_18_T36,Target 1,Unknown,SYBR,18.892014,0,,Amp,FALSE,0,0,,,,,
O19,FALSE,Bd+P_nanopore_19_T36,Target 1,Unknown,SYBR,17.315271,0,,Amp,FALSE,0,0,,,,,
O20,FALSE,Bd+P_nanopore_20_T36,Target 1,Unknown,SYBR,19.484228,0,,Amp,FALSE,0,0,,,,,
O21,FALSE,Bd+P_nanopore_21_T36,Target 1,Unknown,SYBR,17.302603,0,,Amp,FALSE,0,0,,,,,
O22,FALSE,Bd+P_nanopore_22_T36,Target 1,Unknown,SYBR,18.350355,0,,Amp,FALSE,0,0,,,,,
O23,FALSE,Bd+P_nanopore_23_T36,Target 1,Unknown,SYBR,18.581564,0,,Amp,FALSE,0,0,,,,,
O24,FALSE,Bd+P_nanopore_24_T36,Target 1,Unknown,SYBR,22.339922,0,,Amp,FALSE,0,0,,,,,
P1,FALSE,Bd+P_nanopore_13_T24,Target 1,Unknown,SYBR,22.74276,0,,Amp,FALSE,0,0,,,,,
P2,FALSE,Bd+P_nanopore_14_T24,Target 1,Unknown,SYBR,22.274567,0,,Amp,FALSE,0,0,,,,,
P3,FALSE,Bd+P_nanopore_15_T24,Target 1,Unknown,SYBR,21.05459,0,,Amp,FALSE,0,0,,,,,
P4,FALSE,Bd+P_nanopore_16_T24,Target 1,Unknown,SYBR,22.04935,0,,Amp,FALSE,0,0,,,,,
P5,FALSE,Bd+P_nanopore_17_T24,Target 1,Unknown,SYBR,23.203064,0.09165330575563630,,Amp,FALSE,0,0,,,,,
P6,FALSE,Bd+P_nanopore_18_T24,Target 1,Unknown,SYBR,21.766281,0,,Amp,FALSE,0,0,,,,,
P7,FALSE,Bd+P_nanopore_19_T24,Target 1,Unknown,SYBR,18.327862,0,,Amp,FALSE,0,0,,,,,
P8,FALSE,Bd+P_nanopore_20_T24,Target 1,Unknown,SYBR,22.172205,0,,Amp,FALSE,0,0,,,,,
P9,FALSE,Bd+P_nanopore_21_T24,Target 1,Unknown,SYBR,20.42436,0.2968088078961690,,Amp,FALSE,0,0,,,,,
P10,FALSE,Bd+P_nanopore_22_T24,Target 1,Unknown,SYBR,23.702831,0.170182050084891,,Amp,FALSE,0,0,,,,,
P11,FALSE,Bd+P_nanopore_23_T24,Target 1,Unknown,SYBR,26.692253,0.8193708451282450,,Amp,FALSE,0,0,,,,,
P12,FALSE,Bd+P_nanopore_24_T24,Target 1,Unknown,SYBR,23.46207,0.12320299140990100,,Amp,FALSE,0,0,,,,,
P13,FALSE,Bd+P_nanopore_13_T36,Target 1,Unknown,SYBR,18.872374,0,,Amp,FALSE,0,0,,,,,
P14,FALSE,Bd+P_nanopore_14_T36,Target 1,Unknown,SYBR,15.89914,0,,Amp,FALSE,0,0,,,,,
P15,FALSE,Bd+P_nanopore_15_T36,Target 1,Unknown,SYBR,18.688723,0,,Amp,FALSE,0,0,,,,,
P16,FALSE,Bd+P_nanopore_16_T36,Target 1,Unknown,SYBR,18.26891,0,,Amp,FALSE,0,0,,,,,
P17,FALSE,Bd+P_nanopore_17_T36,Target 1,Unknown,SYBR,18.612919,0,,Amp,FALSE,0,0,,,,,
P18,FALSE,Bd+P_nanopore_18_T36,Target 1,Unknown,SYBR,18.724306,0,,Amp,FALSE,0,0,,,,,
P19,FALSE,Bd+P_nanopore_19_T36,Target 1,Unknown,SYBR,19.469576,0,,Amp,FALSE,0,0,,,,,
P20,FALSE,Bd+P_nanopore_20_T36,Target 1,Unknown,SYBR,17.889265,0,,Amp,FALSE,0,0,,,,,
P21,FALSE,Bd+P_nanopore_21_T36,Target 1,Unknown,SYBR,18.709826,0,,Amp,FALSE,0,0,,,,,
P22,FALSE,Bd+P_nanopore_22_T36,Target 1,Unknown,SYBR,19.66865,0,,Amp,FALSE,0,0,,,,,
P23,FALSE,Bd+P_nanopore_23_T36,Target 1,Unknown,SYBR,18.807537,0,,Amp,FALSE,0,0,,,,,
P24,FALSE,Bd+P_nanopore_24_T36,Target 1,Unknown,SYBR,20.394434,0,,Amp,FALSE,0,0,,,,,
