Well,Omit,Sample,Target,Task,Dyes,Cq,Cq Conf,Amp Score,Amp Status,Annotated,Baseline Start,Baseline End,,,,,,
I11,FALSE,Bv+P_nanopore_11_T44,Target 1,Unknown,SYBR,21.346262,0,,Amp,FALSE,0,0,,,,,,
I12,FALSE,Bv+P_nanopore_12_T44,Target 1,Unknown,SYBR,21.031643,0,,Amp,FALSE,0,0,,,,,,
I13,FALSE,Bv_pel_1_T36,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,,
I14,FALSE,Bv_pel_2_T36,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,,
I15,FALSE,Bv_pel_3_T36,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,,
I16,FALSE,Bv+P_pel_1_T36,Target 1,Unknown,SYBR,20.481033,0,,Amp,FALSE,0,0,,,,,,
I17,FALSE,Bv+P_pel_2_T36,Target 1,Unknown,SYBR,20.589622,0,,Amp,FALSE,0,0,,,,,,
I18,FALSE,Bv+P_pel_3_T36,Target 1,Unknown,SYBR,19.865004,0,,Amp,FALSE,0,0,,,,,,
I19,FALSE,Bd_pel_1_T36,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,,
I20,FALSE,Bd_pel_2_T36,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,,
I21,FALSE,Bd_pel_3_T36,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,,
I22,FALSE,Bd+P_pel_1_T36,Target 1,Unknown,SYBR,18.114,0,,Amp,FALSE,0,0,,,,,,
I23,FALSE,Bd+P_pel_2_T36,Target 1,Unknown,SYBR,18.020943,0,,Amp,FALSE,0,0,,,,,,
I24,FALSE,Bd+P_pel_3_T36,Target 1,Unknown,SYBR,19.04409,0,,Amp,FALSE,0,0,,,,,,
J1,FALSE,Bv+P_nanopore_1_T44,Target 1,Unknown,SYBR,27.321945,0.841699332501783,,Amp,FALSE,0,0,,,,,,
J2,FALSE,Bv+P_nanopore_2_T44,Target 1,Unknown,SYBR,24.653261,0.2546711102829400,,Amp,FALSE,0,0,,,,,,
J3,FALSE,Bv+P_nanopore_3_T44,Target 1,Unknown,SYBR,22.569546,0,,Amp,FALSE,0,0,,,,,,
J4,FALSE,Bv+P_nanopore_4_T44,Target 1,Unknown,SYBR,24.435097,0.16429864273578900,,Amp,FALSE,0,0,,,,,,
J5,FALSE,Bv+P_nanopore_5_T44,Target 1,Unknown,SYBR,24.821795,0.20208929680164300,,Amp,FALSE,0,0,,,,,,
J6,FALSE,Bv+P_nanopore_6_T44,Target 1,Unknown,SYBR,23.91328,0.09735236448771940,,Amp,FALSE,0,0,,,,,,
J7,FALSE,Bv+P_nanopore_7_T44,Target 1,Unknown,SYBR,25.025053,0.19099823721587300,,Amp,FALSE,0,0,,,,,,
J8,FALSE,Bv+P_nanopore_8_T44,Target 1,Unknown,SYBR,25.101545,0.2555215729733280,,Amp,FALSE,0,0,,,,,,
J9,FALSE,Bv+P_nanopore_9_T44,Target 1,Unknown,SYBR,23.367094,0,,Amp,FALSE,0,0,,,,,,
J10,FALSE,Bv+P_nanopore_10_T44,Target 1,Unknown,SYBR,25.143948,0.3086571445158340,,Amp,FALSE,0,0,,,,,,
J11,FALSE,Bv+P_nanopore_11_T44,Target 1,Unknown,SYBR,21.881994,0,,Amp,FALSE,0,0,,,,,,
J12,FALSE,Bv+P_nanopore_12_T44,Target 1,Unknown,SYBR,22.903587,0,,Amp,FALSE,0,0,,,,,,
J13,FALSE,Bv_pel_1_T36,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,,
J14,FALSE,Bv_pel_2_T36,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,,
J15,FALSE,Bv_pel_3_T36,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,,
J16,FALSE,Bv+P_pel_1_T36,Target 1,Unknown,SYBR,22.379765,0,,Amp,FALSE,0,0,,,,,,
J17,FALSE,Bv+P_pel_2_T36,Target 1,Unknown,SYBR,21.67789,0,,Amp,FALSE,0,0,,,,,,
J18,FALSE,Bv+P_pel_3_T36,Target 1,Unknown,SYBR,21.76,0,,Amp,FALSE,0,0,,,,,,
J19,FALSE,Bd_pel_1_T36,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,,
J20,FALSE,Bd_pel_2_T36,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,,
J21,FALSE,Bd_pel_3_T36,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,,
J22,FALSE,Bd+P_pel_1_T36,Target 1,Unknown,SYBR,18.874893,0,,Amp,FALSE,0,0,,,,,,
J23,FALSE,Bd+P_pel_2_T36,Target 1,Unknown,SYBR,22.014103,0,,Amp,FALSE,0,0,,,,,,
J24,FALSE,Bd+P_pel_3_T36,Target 1,Unknown,SYBR,16.804626,0,,Amp,FALSE,0,0,,,,,,
K1,FALSE,Bv+P_nanopore_13_T44,Target 1,Unknown,SYBR,22.49739,0,,Amp,FALSE,0,0,,,,,,
K2,FALSE,Bv+P_nanopore_14_T44,Target 1,Unknown,SYBR,26.23112,0.6500781532634740,,Amp,FALSE,0,0,,,,,,
K3,FALSE,Bv+P_nanopore_15_T44,Target 1,Unknown,SYBR,25.261026,0.3513929206339530,,Amp,FALSE,0,0,,,,,,
K4,FALSE,Bv+P_nanopore_16_T44,Target 1,Unknown,SYBR,25.32347,0.43981865037261400,,Amp,FALSE,0,0,,,,,,
K5,FALSE,Bv+P_nanopore_17_T44,Target 1,Unknown,SYBR,25.139376,0.32401462200942300,,Amp,FALSE,0,0,,,,,,
K6,FALSE,Bv+P_nanopore_18_T44,Target 1,Unknown,SYBR,25.651468,0.4798775132096870,,Amp,FALSE,0,0,,,,,,
K7,FALSE,Bv+P_nanopore_19_T44,Target 1,Unknown,SYBR,22.810251,0,,Amp,FALSE,0,0,,,,,,
K8,FALSE,Bv+P_nanopore_20_T44,Target 1,Unknown,SYBR,21.842995,0,,Amp,FALSE,0,0,,,,,,
K9,FALSE,Bv+P_nanopore_21_T44,Target 1,Unknown,SYBR,24.818914,0.23749251548525600,,Amp,FALSE,0,0,,,,,,
K10,FALSE,Bv+P_nanopore_22_T44,Target 1,Unknown,SYBR,22.140308,0,,Amp,FALSE,0,0,,,,,,
K11,FALSE,Bv+P_nanopore_23_T44,Target 1,Unknown,SYBR,22.618057,0,,Amp,FALSE,0,0,,,,,,
K12,FALSE,Bv+P_nanopore_24_T44,Target 1,Unknown,SYBR,21.427944,0,,Amp,FALSE,0,0,,,,,,
K13,FALSE,Bv_sup_1_T36,Target 1,Unknown,SYBR,35.37203,0.9833260019204520,,Amp,FALSE,0,0,,,,,,
K14,FALSE,Bv_sup_2_T36,Target 1,Unknown,SYBR,35.577354,0.9795997212810530,,Amp,FALSE,0,0,,,,,,
K15,FALSE,Bv_sup_3_T36,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,,
K16,FALSE,Bv+P_sup_1_T36,Target 1,Unknown,SYBR,28.433628,0.9825135656305970,,Amp,FALSE,0,0,,,,,,
K17,FALSE,Bv+P_sup_2_T36,Target 1,Unknown,SYBR,28.442196,0.9930208998214010,,Amp,FALSE,0,0,,,,,,
K18,FALSE,Bv+P_sup_3_T36,Target 1,Unknown,SYBR,28.635565,0.9910939174902520,,Amp,FALSE,0,0,,,,,,
K19,FALSE,Bd_sup_1_T36,Target 1,Unknown,SYBR,34.794422,0.9789515793392150,,Amp,FALSE,0,0,,,,,,
K20,FALSE,Bd_sup_2_T36,Target 1,Unknown,SYBR,33.82734,0.9879806905086580,,Amp,FALSE,0,0,,,,,,
K21,FALSE,Bd_sup_3_T36,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,,
K22,FALSE,Bd+P_sup_1_T36,Target 1,Unknown,SYBR,27.286444,0.9879966020192300,,Amp,FALSE,0,0,,,,,,
K23,FALSE,Bd+P_sup_2_T36,Target 1,Unknown,SYBR,27.772095,0.989851511014765,,Amp,FALSE,0,0,,,,,,
K24,FALSE,Bd+P_sup_3_T36,Target 1,Unknown,SYBR,27.57616,0.9903281584911390,,Amp,FALSE,0,0,,,,,,
L1,FALSE,Bv+P_nanopore_13_T44,Target 1,Unknown,SYBR,25.909964,0.6246192433493700,,Amp,FALSE,0,0,,,,,,
L2,FALSE,Bv+P_nanopore_14_T44,Target 1,Unknown,SYBR,24.803326,0.3103994018715830,,Amp,FALSE,0,0,,,,,,
L3,FALSE,Bv+P_nanopore_15_T44,Target 1,Unknown,SYBR,23.928654,0.08972694352020260,,Amp,FALSE,0,0,,,,,,
L4,FALSE,Bv+P_nanopore_16_T44,Target 1,Unknown,SYBR,25.597033,0.5320289805182560,,Amp,FALSE,0,0,,,,,,
L5,FALSE,Bv+P_nanopore_17_T44,Target 1,Unknown,SYBR,25.068674,0.31905342071935100,,Amp,FALSE,0,0,,,,,,
L6,FALSE,Bv+P_nanopore_18_T44,Target 1,Unknown,SYBR,22.92494,0,,Amp,FALSE,0,0,,,,,,
L7,FALSE,Bv+P_nanopore_19_T44,Target 1,Unknown,SYBR,25.057617,0.3134713316973100,,Amp,FALSE,0,0,,,,,,
L8,FALSE,Bv+P_nanopore_20_T44,Target 1,Unknown,SYBR,25.161983,0.3339768551770240,,Amp,FALSE,0,0,,,,,,
L9,FALSE,Bv+P_nanopore_21_T44,Target 1,Unknown,SYBR,24.549793,0.20556551988244900,,Amp,FALSE,0,0,,,,,,
L10,FALSE,Bv+P_nanopore_22_T44,Target 1,Unknown,SYBR,22.759874,0,,Amp,FALSE,0,0,,,,,,
L11,FALSE,Bv+P_nanopore_23_T44,Target 1,Unknown,SYBR,23.651987,0.06528774335172460,,Amp,FALSE,0,0,,,,,,
L12,FALSE,Bv+P_nanopore_24_T44,Target 1,Unknown,SYBR,24.800238,0.22753537680935100,,Amp,FALSE,0,0,,,,,,
L13,FALSE,Bv_sup_1_T36,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,,
L14,FALSE,Bv_sup_2_T36,Target 1,Unknown,SYBR,35.287384,0.9796944704782120,,Amp,FALSE,0,0,,,,,,
L15,FALSE,Bv_sup_3_T36,Target 1,Unknown,SYBR,34.815163,0.9842027484370470,,Amp,FALSE,0,0,,,,,,
L16,FALSE,Bv+P_sup_1_T36,Target 1,Unknown,SYBR,28.357626,0.9894424537487400,,Amp,FALSE,0,0,,,,,,
L17,FALSE,Bv+P_sup_2_T36,Target 1,Unknown,SYBR,28.590797,0.9879381322275280,,Amp,FALSE,0,0,,,,,,
L18,FALSE,Bv+P_sup_3_T36,Target 1,Unknown,SYBR,28.777842,0.9915162532638630,,Amp,FALSE,0,0,,,,,,
L19,FALSE,Bd_sup_1_T36,Target 1,Unknown,SYBR,33.138245,0.9849406887491090,,Amp,FALSE,0,0,,,,,,
L20,FALSE,Bd_sup_2_T36,Target 1,Unknown,SYBR,35.26418,0.9616305740266270,,Amp,FALSE,0,0,,,,,,
L21,FALSE,Bd_sup_3_T36,Target 1,Unknown,SYBR,34.992287,0.9768362442158900,,Amp,FALSE,0,0,,,,,,
L22,FALSE,Bd+P_sup_1_T36,Target 1,Unknown,SYBR,27.239626,0.9884743913657050,,Amp,FALSE,0,0,,,,,,
L23,FALSE,Bd+P_sup_2_T36,Target 1,Unknown,SYBR,27.533283,0.9909696159998370,,Amp,FALSE,0,0,,,,,,
L24,FALSE,Bd+P_sup_3_T36,Target 1,Unknown,SYBR,27.340065,0.9836563685079610,,Amp,FALSE,0,0,,,,,,
M1,FALSE,Bd+P_nanopore_1_T44,Target 1,Unknown,SYBR,18.246061,0,,Amp,FALSE,0,0,,,,,,
M2,FALSE,Bd+P_nanopore_2_T44,Target 1,Unknown,SYBR,19.973763,0,,Amp,FALSE,0,0,,,,,,
M3,FALSE,Bd+P_nanopore_3_T44,Target 1,Unknown,SYBR,17.172386,0,,Amp,FALSE,0,0,,,,,,
M4,FALSE,Bd+P_nanopore_4_T44,Target 1,Unknown,SYBR,17.120531,0,,Amp,FALSE,0,0,,,,,,
M5,FALSE,Bd+P_nanopore_5_T44,Target 1,Unknown,SYBR,16.369066,0,,Amp,FALSE,0,0,,,,,,
M6,FALSE,Bd+P_nanopore_6_T44,Target 1,Unknown,SYBR,17.506035,0,,Amp,FALSE,0,0,,,,,,
M7,FALSE,Bd+P_nanopore_7_T44,Target 1,Unknown,SYBR,18.115812,0,,Amp,FALSE,0,0,,,,,,
M8,FALSE,Bd+P_nanopore_8_T44,Target 1,Unknown,SYBR,16.443712,0,,Amp,FALSE,0,0,,,,,,
M9,FALSE,Bd+P_nanopore_9_T44,Target 1,Unknown,SYBR,16.755909,0,,Amp,FALSE,0,0,,,,,,
M10,FALSE,Bd+P_nanopore_10_T44,Target 1,Unknown,SYBR,17.640562,0,,Amp,FALSE,0,0,,,,,,
M11,FALSE,Bd+P_nanopore_11_T44,Target 1,Unknown,SYBR,17.883913,0,,Amp,FALSE,0,0,,,,,,
M12,FALSE,Bd+P_nanopore_12_T44,Target 1,Unknown,SYBR,16.545504,0,,Amp,FALSE,0,0,,,,,,
M13,FALSE,Bv_pel_1_T44,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,,
M14,FALSE,Bv_pel_2_T44,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,,
M15,FALSE,Bv_pel_3_T44,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,,
M16,FALSE,Bv+P_pel_1_T44,Target 1,Unknown,SYBR,17.942785,0,,Amp,FALSE,0,0,,,,,,
M17,FALSE,Bv+P_pel_2_T44,Target 1,Unknown,SYBR,23.179874,0,,Amp,FALSE,0,0,,,,,,
M18,FALSE,Bv+P_pel_3_T44,Target 1,Unknown,SYBR,22.768332,0,,Amp,FALSE,0,0,,,,,,
M19,FALSE,Bd_pel_1_T44,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,,
M20,FALSE,Bd_pel_2_T44,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,,
M21,FALSE,Bd_pel_3_T44,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,,
M22,FALSE,Bd+P_pel_1_T44,Target 1,Unknown,SYBR,21.493496,0,,Amp,FALSE,0,0,,,,,,
M23,FALSE,Bd+P_pel_2_T44,Target 1,Unknown,SYBR,20.27662,0,,Amp,FALSE,0,0,,,,,,
M24,FALSE,Bd+P_pel_3_T44,Target 1,Unknown,SYBR,17.823626,0,,Amp,FALSE,0,0,,,,,,
N1,FALSE,Bd+P_nanopore_1_T44,Target 1,Unknown,SYBR,18.364998,0,,Amp,FALSE,0,0,,,,,,
N2,FALSE,Bd+P_nanopore_2_T44,Target 1,Unknown,SYBR,17.427433,0,,Amp,FALSE,0,0,,,,,,
N3,FALSE,Bd+P_nanopore_3_T44,Target 1,Unknown,SYBR,17.482765,0,,Amp,FALSE,0,0,,,,,,
N4,FALSE,Bd+P_nanopore_4_T44,Target 1,Unknown,SYBR,16.330444,0,,Amp,FALSE,0,0,,,,,,
N5,FALSE,Bd+P_nanopore_5_T44,Target 1,Unknown,SYBR,16.89902,0,,Amp,FALSE,0,0,,,,,,
N6,FALSE,Bd+P_nanopore_6_T44,Target 1,Unknown,SYBR,18.02654,0,,Amp,FALSE,0,0,,,,,,
N7,FALSE,Bd+P_nanopore_7_T44,Target 1,Unknown,SYBR,16.85668,0,,Amp,FALSE,0,0,,,,,,
N8,FALSE,Bd+P_nanopore_8_T44,Target 1,Unknown,SYBR,16.874666,0,,Amp,FALSE,0,0,,,,,,
N9,FALSE,Bd+P_nanopore_9_T44,Target 1,Unknown,SYBR,21.048658,0,,Amp,FALSE,0,0,,,,,,
N10,FALSE,Bd+P_nanopore_10_T44,Target 1,Unknown,SYBR,17.8683,0,,Amp,FALSE,0,0,,,,,,
N11,FALSE,Bd+P_nanopore_11_T44,Target 1,Unknown,SYBR,18.48359,0,,Amp,FALSE,0,0,,,,,,
N12,FALSE,Bd+P_nanopore_12_T44,Target 1,Unknown,SYBR,17.497831,0,,Amp,FALSE,0,0,,,,,,
N13,FALSE,Bv_pel_1_T44,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,,
N14,FALSE,Bv_pel_2_T44,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,,
N15,FALSE,Bv_pel_3_T44,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,,
N16,FALSE,Bv+P_pel_1_T44,Target 1,Unknown,SYBR,23.381472,0,,Amp,FALSE,0,0,,,,,,
N17,FALSE,Bv+P_pel_2_T44,Target 1,Unknown,SYBR,26.003721,0.2295582247682710,,Amp,FALSE,0,0,,,,,,
N18,FALSE,Bv+P_pel_3_T44,Target 1,Unknown,SYBR,21.70152,0,,Amp,FALSE,0,0,,,,,,
N19,FALSE,Bd_pel_1_T44,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,,
N20,FALSE,Bd_pel_2_T44,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,,
N21,FALSE,Bd_pel_3_T44,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,,
N22,FALSE,Bd+P_pel_1_T44,Target 1,Unknown,SYBR,17.825691,0,,Amp,FALSE,0,0,,,,,,
N23,FALSE,Bd+P_pel_2_T44,Target 1,Unknown,SYBR,18.9822,0,,Amp,FALSE,0,0,,,,,,
N24,FALSE,Bd+P_pel_3_T44,Target 1,Unknown,SYBR,18.107952,0,,Amp,FALSE,0,0,,,,,,
O1,FALSE,Bd+P_nanopore_13_T44,Target 1,Unknown,SYBR,14.688651,0,,Amp,FALSE,0,0,,,,,,
O2,FALSE,Bd+P_nanopore_14_T44,Target 1,Unknown,SYBR,18.231504,0,,Amp,FALSE,0,0,,,,,,
O3,FALSE,Bd+P_nanopore_15_T44,Target 1,Unknown,SYBR,17.665136,0,,Amp,FALSE,0,0,,,,,,
O4,FALSE,Bd+P_nanopore_16_T44,Target 1,Unknown,SYBR,17.490044,0,,Amp,FALSE,0,0,,,,,,
O5,FALSE,Bd+P_nanopore_17_T44,Target 1,Unknown,SYBR,18.249525,0,,Amp,FALSE,0,0,,,,,,
O6,FALSE,Bd+P_nanopore_18_T44,Target 1,Unknown,SYBR,18.430801,0,,Amp,FALSE,0,0,,,,,,
O7,FALSE,Bd+P_nanopore_19_T44,Target 1,Unknown,SYBR,22.111193,0,,Amp,FALSE,0,0,,,,,,
O8,FALSE,Bd+P_nanopore_20_T44,Target 1,Unknown,SYBR,16.527357,0,,Amp,FALSE,0,0,,,,,,
O9,FALSE,Bd+P_nanopore_21_T44,Target 1,Unknown,SYBR,17.505587,0,,Amp,FALSE,0,0,,,,,,
O10,FALSE,Bd+P_nanopore_22_T44,Target 1,Unknown,SYBR,17.261177,0,,Amp,FALSE,0,0,,,,,,
O11,FALSE,Bd+P_nanopore_23_T44,Target 1,Unknown,SYBR,23.379164,0.10543637280548400,,Amp,FALSE,0,0,,,,,,
O12,FALSE,Bd+P_nanopore_24_T44,Target 1,Unknown,SYBR,17.508709,0,,Amp,FALSE,0,0,,,,,,
O13,FALSE,Bv_sup_1_T44,Target 1,Unknown,SYBR,35.61171,0.9786542958535500,,Amp,FALSE,0,0,,,,,,
O14,FALSE,Bv_sup_2_T44,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,,
O15,FALSE,Bv_sup_3_T44,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,,
O16,FALSE,Bv+P_sup_1_T44,Target 1,Unknown,SYBR,28.448175,0.9889942562077550,,Amp,FALSE,0,0,,,,,,
O17,FALSE,Bv+P_sup_2_T44,Target 1,Unknown,SYBR,29.09508,0.9900913630407070,,Amp,FALSE,0,0,,,,,,
O18,FALSE,Bv+P_sup_3_T44,Target 1,Unknown,SYBR,29.0227,0.9873928924209420,,Amp,FALSE,0,0,,,,,,
O19,FALSE,Bd_sup_1_T44,Target 1,Unknown,SYBR,36.953796,0.9578523640790640,,Amp,FALSE,0,0,,,,,,
O20,FALSE,Bd_sup_2_T44,Target 1,Unknown,SYBR,33.157852,0.9818820270131950,,Amp,FALSE,0,0,,,,,,
O21,FALSE,Bd_sup_3_T44,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,,
O22,FALSE,Bd+P_sup_1_T44,Target 1,Unknown,SYBR,27.467333,0.9862381151981110,,Amp,FALSE,0,0,,,,,,
O23,FALSE,Bd+P_sup_2_T44,Target 1,Unknown,SYBR,27.423538,0.9917598766742330,,Amp,FALSE,0,0,,,,,,
O24,FALSE,Bd+P_sup_3_T44,Target 1,Unknown,SYBR,27.441998,0.9884124486518150,,Amp,FALSE,0,0,,,,,,
P1,FALSE,Bd+P_nanopore_13_T44,Target 1,Unknown,SYBR,16.684267,0,,Amp,FALSE,0,0,,,,,,
P2,FALSE,Bd+P_nanopore_14_T44,Target 1,Unknown,SYBR,16.494017,0,,Amp,FALSE,0,0,,,,,,
P3,FALSE,Bd+P_nanopore_15_T44,Target 1,Unknown,SYBR,19.683014,0,,Amp,FALSE,0,0,,,,,,
P4,FALSE,Bd+P_nanopore_16_T44,Target 1,Unknown,SYBR,17.16272,0,,Amp,FALSE,0,0,,,,,,
P5,FALSE,Bd+P_nanopore_17_T44,Target 1,Unknown,SYBR,16.66197,0,,Amp,FALSE,0,0,,,,,,
P6,FALSE,Bd+P_nanopore_18_T44,Target 1,Unknown,SYBR,16.984632,0,,Amp,FALSE,0,0,,,,,,
P7,FALSE,Bd+P_nanopore_19_T44,Target 1,Unknown,SYBR,17.267721,0,,Amp,FALSE,0,0,,,,,,
P8,FALSE,Bd+P_nanopore_20_T44,Target 1,Unknown,SYBR,17.617716,0,,Amp,FALSE,0,0,,,,,,
P9,FALSE,Bd+P_nanopore_21_T44,Target 1,Unknown,SYBR,17.112576,0,,Amp,FALSE,0,0,,,,,,
P10,FALSE,Bd+P_nanopore_22_T44,Target 1,Unknown,SYBR,18.115889,0,,Amp,FALSE,0,0,,,,,,
P11,FALSE,Bd+P_nanopore_23_T44,Target 1,Unknown,SYBR,19.746418,0,,Amp,FALSE,0,0,,,,,,
P12,FALSE,Bd+P_nanopore_24_T44,Target 1,Unknown,SYBR,16.282587,0,,Amp,FALSE,0,0,,,,,,
P13,FALSE,Bv_sup_1_T44,Target 1,Unknown,SYBR,37.662407,0.966562540282788,,Amp,FALSE,0,0,,,,,,
P14,FALSE,Bv_sup_2_T44,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,,
P15,FALSE,Bv_sup_3_T44,Target 1,Unknown,SYBR,34.400017,0.9832682634324320,,Amp,FALSE,0,0,,,,,,
P16,FALSE,Bv+P_sup_1_T44,Target 1,Unknown,SYBR,28.573189,0.9929109319004390,,Amp,FALSE,0,0,,,,,,
P17,FALSE,Bv+P_sup_2_T44,Target 1,Unknown,SYBR,28.807903,0.9898890958455190,,Amp,FALSE,0,0,,,,,,
P18,FALSE,Bv+P_sup_3_T44,Target 1,Unknown,SYBR,28.837933,0.9923000743468870,,Amp,FALSE,0,0,,,,,,
P19,FALSE,Bd_sup_1_T44,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,,
P20,FALSE,Bd_sup_2_T44,Target 1,Unknown,SYBR,33.78614,0.988086225771304,,Amp,FALSE,0,0,,,,,,
P21,FALSE,Bd_sup_3_T44,Target 1,Unknown,SYBR,33.557896,0.984518567939046,,Amp,FALSE,0,0,,,,,,
P22,FALSE,Bd+P_sup_1_T44,Target 1,Unknown,SYBR,27.488564,0.988490762321267,,Amp,FALSE,0,0,,,,,,
P23,FALSE,Bd+P_sup_2_T44,Target 1,Unknown,SYBR,27.384516,0.9884048448494870,,Amp,FALSE,0,0,,,,,,
P24,FALSE,Bd+P_sup_3_T44,Target 1,Unknown,SYBR,27.604216,0.9846208166490030,,Amp,FALSE,0,0,,,,,,
