Well,Omit,Sample,Target,Task,Dyes,Cq,Cq Conf,Amp Score,Amp Status,Annotated,Baseline Start,Baseline End,,,,,,
O20,FALSE,Bd+P_nanopore_20_T12,Bd+P_nanopore_20_T12,Unknown,SYBR,23.625364,0.150410665192699,,Amp,FALSE,0,0,,,,,,
O21,FALSE,Bd+P_nanopore_21_T12,Bd+P_nanopore_21_T12,Unknown,SYBR,23.886555,0.12496904416787000,,Amp,FALSE,0,0,,,,,,
O22,FALSE,Bd+P_nanopore_22_T12,Bd+P_nanopore_22_T12,Unknown,SYBR,25.65721,0.5742405687818970,,Amp,FALSE,0,0,,,,,,
O23,FALSE,Bd+P_nanopore_23_T12,Bd+P_nanopore_23_T12,Unknown,SYBR,24.202738,0.23006643862560000,,Amp,FALSE,0,0,,,,,,
O24,FALSE,Bd+P_nanopore_24_T12,Bd+P_nanopore_24_T12,Unknown,SYBR,26.43324,0.8407327651314130,,Amp,FALSE,0,0,,,,,,
P1,FALSE,Bd+P_nanopore_13_T0,Bd+P_nanopore_13_T0,Unknown,SYBR,27.606752,0.9827543006433360,,Amp,FALSE,0,0,,,,,,
P2,FALSE,Bd+P_nanopore_14_T0,Bd+P_nanopore_14_T0,Unknown,SYBR,27.567665,0.9852653762222180,,Amp,FALSE,0,0,,,,,,
P3,FALSE,Bd+P_nanopore_15_T0,Bd+P_nanopore_15_T0,Unknown,SYBR,27.596983,0.9921244185406460,,Amp,FALSE,0,0,,,,,,
P4,FALSE,Bd+P_nanopore_16_T0,Bd+P_nanopore_16_T0,Unknown,SYBR,27.690945,0.9885150426585090,,Amp,FALSE,0,0,,,,,,
P5,FALSE,Bd+P_nanopore_17_T0,Bd+P_nanopore_17_T0,Unknown,SYBR,27.730026,0.9167470804612140,,Amp,FALSE,0,0,,,,,,
P6,FALSE,Bd+P_nanopore_18_T0,Bd+P_nanopore_18_T0,Unknown,SYBR,27.250204,0.989852477687304,,Amp,FALSE,0,0,,,,,,
P7,FALSE,Bd+P_nanopore_19_T0,Bd+P_nanopore_19_T0,Unknown,SYBR,27.547829,0.9921338682362130,,Amp,FALSE,0,0,,,,,,
P8,FALSE,Bd+P_nanopore_20_T0,Bd+P_nanopore_20_T0,Unknown,SYBR,27.600307,0.9935222824586560,,Amp,FALSE,0,0,,,,,,
P9,FALSE,Bd+P_nanopore_21_T0,Bd+P_nanopore_21_T0,Unknown,SYBR,27.342886,0.9899350640366470,,Amp,FALSE,0,0,,,,,,
P10,FALSE,Bd+P_nanopore_22_T0,Bd+P_nanopore_22_T0,Unknown,SYBR,27.577723,0.9874001053625560,,Amp,FALSE,0,0,,,,,,
P11,FALSE,Bd+P_nanopore_23_T0,Bd+P_nanopore_23_T0,Unknown,SYBR,28.139465,0.9276551215323870,,Amp,FALSE,0,0,,,,,,
P12,FALSE,Bd+P_nanopore_24_T0,Bd+P_nanopore_24_T0,Unknown,SYBR,27.40665,0.9891972015406420,,Amp,FALSE,0,0,,,,,,
P13,FALSE,Bd+P_nanopore_13_T12,Bd+P_nanopore_13_T12,Unknown,SYBR,23.568865,0.216781466020841,,Amp,FALSE,0,0,,,,,,
P14,FALSE,Bd+P_nanopore_14_T12,Bd+P_nanopore_14_T12,Unknown,SYBR,25.931995,0.7586840145094810,,Amp,FALSE,0,0,,,,,,
P15,FALSE,Bd+P_nanopore_15_T12,Bd+P_nanopore_15_T12,Unknown,SYBR,21.549135,0,,Amp,FALSE,0,0,,,,,,
P16,FALSE,Bd+P_nanopore_16_T12,Bd+P_nanopore_16_T12,Unknown,SYBR,24.676338,0.36041308752878600,,Amp,FALSE,0,0,,,,,,
P17,FALSE,Bd+P_nanopore_17_T12,Bd+P_nanopore_17_T12,Unknown,SYBR,21.815176,0,,Amp,FALSE,0,0,,,,,,
P18,FALSE,Bd+P_nanopore_18_T12,Bd+P_nanopore_18_T12,Unknown,SYBR,28.360308,0.8499399569876870,,Amp,FALSE,0,0,,,,,,
P19,FALSE,Bd+P_nanopore_19_T12,Bd+P_nanopore_19_T12,Unknown,SYBR,26.994026,0.9460075804997200,,Amp,FALSE,0,0,,,,,,
P20,FALSE,Bd+P_nanopore_20_T12,Bd+P_nanopore_20_T12,Unknown,SYBR,23.384348,0.12402369154221300,,Amp,FALSE,0,0,,,,,,
P21,FALSE,Bd+P_nanopore_21_T12,Bd+P_nanopore_21_T12,Unknown,SYBR,25.74668,0.6811534807350580,,Amp,FALSE,0,0,,,,,,
P22,FALSE,Bd+P_nanopore_22_T12,Bd+P_nanopore_22_T12,Unknown,SYBR,25.972303,0.7397824166760220,,Amp,FALSE,0,0,,,,,,
P23,FALSE,Bd+P_nanopore_23_T12,Bd+P_nanopore_23_T12,Unknown,SYBR,24.345255,0.2820748560440320,,Amp,FALSE,0,0,,,,,,
P24,FALSE,Bd+P_nanopore_24_T12,Bd+P_nanopore_24_T12,Unknown,SYBR,26.914518,0.8723107308399370,,Amp,FALSE,0,0,,,,,,
