Well,Omit,Sample,Target,Task,Dyes,Cq,Cq Conf,Amp Score,Amp Status,Annotated,Baseline Start,Baseline End,,,,,,
H19,FALSE,water,water,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,,
H20,FALSE,0,0,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,,
H21,FALSE,0,0,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,,
H22,FALSE,0,0,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,,
H23,FALSE,0,0,Unknown,SYBR,22.295395,0.19629407058784500,,No Amp,FALSE,0,0,,,,,,
H24,FALSE,0,0,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,,
I1,FALSE,Bv+P_nanopore_1_T0,Bv+P_nanopore_1_T0,Unknown,SYBR,27.810831,0.9882156912551950,,Amp,FALSE,0,0,,,,,,
I2,FALSE,Bv+P_nanopore_2_T0,Bv+P_nanopore_2_T0,Unknown,SYBR,28.009592,0.9847639710357910,,Amp,FALSE,0,0,,,,,,
I3,FALSE,Bv+P_nanopore_3_T0,Bv+P_nanopore_3_T0,Unknown,SYBR,28.81901,0.9811297416709470,,Amp,FALSE,0,0,,,,,,
I4,FALSE,Bv+P_nanopore_4_T0,Bv+P_nanopore_4_T0,Unknown,SYBR,28.171038,0.9798983559107840,,Amp,FALSE,0,0,,,,,,
I5,FALSE,Bv+P_nanopore_5_T0,Bv+P_nanopore_5_T0,Unknown,SYBR,27.822432,0.9850135027365990,,Amp,FALSE,0,0,,,,,,
I6,FALSE,Bv+P_nanopore_6_T0,Bv+P_nanopore_6_T0,Unknown,SYBR,28.399603,0.9841089541785930,,Amp,FALSE,0,0,,,,,,
I7,FALSE,Bv+P_nanopore_7_T0,Bv+P_nanopore_7_T0,Unknown,SYBR,28.274488,0.986175202278882,,Amp,FALSE,0,0,,,,,,
I8,FALSE,Bv+P_nanopore_8_T0,Bv+P_nanopore_8_T0,Unknown,SYBR,28.11018,0.9850158612216330,,Amp,FALSE,0,0,,,,,,
I9,FALSE,Bv+P_nanopore_9_T0,Bv+P_nanopore_9_T0,Unknown,SYBR,27.930487,0.9795727603917740,,Amp,FALSE,0,0,,,,,,
I10,FALSE,Bv+P_nanopore_10_T0,Bv+P_nanopore_10_T0,Unknown,SYBR,28.19296,0.9836022026264430,,Amp,FALSE,0,0,,,,,,
I11,FALSE,Bv+P_nanopore_11_T0,Bv+P_nanopore_11_T0,Unknown,SYBR,27.904781,0.9889832661469470,,Amp,FALSE,0,0,,,,,,
I12,FALSE,Bv+P_nanopore_12_T0,Bv+P_nanopore_12_T0,Unknown,SYBR,27.956161,0.9890166876432510,,Amp,FALSE,0,0,,,,,,
I13,FALSE,Bv+P_nanopore_1_T12,Bv+P_nanopore_1_T12,Unknown,SYBR,24.394537,0.3066336724133860,,Amp,FALSE,0,0,,,,,,
I14,FALSE,Bv+P_nanopore_2_T12,Bv+P_nanopore_2_T12,Unknown,SYBR,24.554548,0.2846005570669880,,Amp,FALSE,0,0,,,,,,
I15,FALSE,Bv+P_nanopore_3_T12,Bv+P_nanopore_3_T12,Unknown,SYBR,22.741661,0,,Amp,FALSE,0,0,,,,,,
I16,FALSE,Bv+P_nanopore_4_T12,Bv+P_nanopore_4_T12,Unknown,SYBR,24.768196,0.33073595169377700,,Amp,FALSE,0,0,,,,,,
I17,FALSE,Bv+P_nanopore_5_T12,Bv+P_nanopore_5_T12,Unknown,SYBR,23.086006,0.038280396147590800,,Amp,FALSE,0,0,,,,,,
I18,FALSE,Bv+P_nanopore_6_T12,Bv+P_nanopore_6_T12,Unknown,SYBR,23.901293,0.04615820613013100,,Amp,FALSE,0,0,,,,,,
I19,FALSE,Bv+P_nanopore_7_T12,Bv+P_nanopore_7_T12,Unknown,SYBR,23.2941,0,,Amp,FALSE,0,0,,,,,,
I20,FALSE,Bv+P_nanopore_8_T12,Bv+P_nanopore_8_T12,Unknown,SYBR,25.789791,0.47988382080859400,,Amp,FALSE,0,0,,,,,,
I21,FALSE,Bv+P_nanopore_9_T12,Bv+P_nanopore_9_T12,Unknown,SYBR,23.924442,0.16686241897012500,,Amp,FALSE,0,0,,,,,,
I22,FALSE,Bv+P_nanopore_10_T12,Bv+P_nanopore_10_T12,Unknown,SYBR,25.87779,0.5637444680037920,,Amp,FALSE,0,0,,,,,,
I23,FALSE,Bv+P_nanopore_11_T12,Bv+P_nanopore_11_T12,Unknown,SYBR,23.7846,0.0724494635748827,,Amp,FALSE,0,0,,,,,,
I24,FALSE,Bv+P_nanopore_12_T12,Bv+P_nanopore_12_T12,Unknown,SYBR,26.395094,0.7738785066835980,,Amp,FALSE,0,0,,,,,,
J1,FALSE,Bv+P_nanopore_1_T0,Bv+P_nanopore_1_T0,Unknown,SYBR,27.955938,0.9825039773395160,,Amp,FALSE,0,0,,,,,,
J2,FALSE,Bv+P_nanopore_2_T0,Bv+P_nanopore_2_T0,Unknown,SYBR,28.11553,0.9832809798475520,,Amp,FALSE,0,0,,,,,,
J3,FALSE,Bv+P_nanopore_3_T0,Bv+P_nanopore_3_T0,Unknown,SYBR,27.883785,0.9801583319989020,,Amp,FALSE,0,0,,,,,,
J4,FALSE,Bv+P_nanopore_4_T0,Bv+P_nanopore_4_T0,Unknown,SYBR,28.528835,0.985969627532277,,Amp,FALSE,0,0,,,,,,
J5,FALSE,Bv+P_nanopore_5_T0,Bv+P_nanopore_5_T0,Unknown,SYBR,27.866434,0.9876326734651370,,Amp,FALSE,0,0,,,,,,
J6,FALSE,Bv+P_nanopore_6_T0,Bv+P_nanopore_6_T0,Unknown,SYBR,28.006056,0.9842764549515020,,Amp,FALSE,0,0,,,,,,
J7,FALSE,Bv+P_nanopore_7_T0,Bv+P_nanopore_7_T0,Unknown,SYBR,28.370209,0.9845432523030450,,Amp,FALSE,0,0,,,,,,
J8,FALSE,Bv+P_nanopore_8_T0,Bv+P_nanopore_8_T0,Unknown,SYBR,28.50041,0.9841618352449100,,Amp,FALSE,0,0,,,,,,
J9,FALSE,Bv+P_nanopore_9_T0,Bv+P_nanopore_9_T0,Unknown,SYBR,28.190086,0.9861672749687230,,Amp,FALSE,0,0,,,,,,
J10,FALSE,Bv+P_nanopore_10_T0,Bv+P_nanopore_10_T0,Unknown,SYBR,27.98842,0.9874975129067330,,Amp,FALSE,0,0,,,,,,
J11,FALSE,Bv+P_nanopore_11_T0,Bv+P_nanopore_11_T0,Unknown,SYBR,28.29145,0.9876466526232340,,Amp,FALSE,0,0,,,,,,
J12,FALSE,Bv+P_nanopore_12_T0,Bv+P_nanopore_12_T0,Unknown,SYBR,28.158361,0.985330572596215,,Amp,FALSE,0,0,,,,,,
J13,FALSE,Bv+P_nanopore_1_T12,Bv+P_nanopore_1_T12,Unknown,SYBR,25.07719,0.388733033383271,,Amp,FALSE,0,0,,,,,,
J14,FALSE,Bv+P_nanopore_2_T12,Bv+P_nanopore_2_T12,Unknown,SYBR,22.520948,0.031674887002803900,,Amp,FALSE,0,0,,,,,,
J15,FALSE,Bv+P_nanopore_3_T12,Bv+P_nanopore_3_T12,Unknown,SYBR,27.60094,0.8985236976237500,,Amp,FALSE,0,0,,,,,,
J16,FALSE,Bv+P_nanopore_4_T12,Bv+P_nanopore_4_T12,Unknown,SYBR,23.788765,0.11150370045166700,,Amp,FALSE,0,0,,,,,,
J17,FALSE,Bv+P_nanopore_5_T12,Bv+P_nanopore_5_T12,Unknown,SYBR,24.489502,0.2675159504487050,,Amp,FALSE,0,0,,,,,,
J18,FALSE,Bv+P_nanopore_6_T12,Bv+P_nanopore_6_T12,Unknown,SYBR,26.452822,0.5542171619496,,Amp,FALSE,0,0,,,,,,
J19,FALSE,Bv+P_nanopore_7_T12,Bv+P_nanopore_7_T12,Unknown,SYBR,25.804016,0.35401665428816400,,Amp,FALSE,0,0,,,,,,
J20,FALSE,Bv+P_nanopore_8_T12,Bv+P_nanopore_8_T12,Unknown,SYBR,25.052986,0.3621935237968210,,Amp,FALSE,0,0,,,,,,
J21,FALSE,Bv+P_nanopore_9_T12,Bv+P_nanopore_9_T12,Unknown,SYBR,24.844223,0.3279093768201530,,Amp,FALSE,0,0,,,,,,
J22,FALSE,Bv+P_nanopore_10_T12,Bv+P_nanopore_10_T12,Unknown,SYBR,23.503542,0.09333980839843920,,Amp,FALSE,0,0,,,,,,
J23,FALSE,Bv+P_nanopore_11_T12,Bv+P_nanopore_11_T12,Unknown,SYBR,26.772928,0.9149825367693110,,Amp,FALSE,0,0,,,,,,
J24,FALSE,Bv+P_nanopore_12_T12,Bv+P_nanopore_12_T12,Unknown,SYBR,25.378801,0.5435764887061290,,Amp,FALSE,0,0,,,,,,
K1,FALSE,Bv+P_nanopore_13_T0,Bv+P_nanopore_13_T0,Unknown,SYBR,27.790154,0.9868898024722230,,Amp,FALSE,0,0,,,,,,
K2,FALSE,Bv+P_nanopore_14_T0,Bv+P_nanopore_14_T0,Unknown,SYBR,28.37554,0.975904831344185,,Amp,FALSE,0,0,,,,,,
K3,FALSE,Bv+P_nanopore_15_T0,Bv+P_nanopore_15_T0,Unknown,SYBR,28.26821,0.985463140000076,,Amp,FALSE,0,0,,,,,,
K4,FALSE,Bv+P_nanopore_16_T0,Bv+P_nanopore_16_T0,Unknown,SYBR,28.083708,0.9758151634739850,,Amp,FALSE,0,0,,,,,,
K5,FALSE,Bv+P_nanopore_17_T0,Bv+P_nanopore_17_T0,Unknown,SYBR,28.074837,0.9867473772909220,,Amp,FALSE,0,0,,,,,,
K6,FALSE,Bv+P_nanopore_18_T0,Bv+P_nanopore_18_T0,Unknown,SYBR,28.029284,0.9848766597273130,,Amp,FALSE,0,0,,,,,,
K7,FALSE,Bv+P_nanopore_19_T0,Bv+P_nanopore_19_T0,Unknown,SYBR,27.671627,0.9907645345410290,,Amp,FALSE,0,0,,,,,,
K8,FALSE,Bv+P_nanopore_20_T0,Bv+P_nanopore_20_T0,Unknown,SYBR,28.245554,0.9824954590071080,,Amp,FALSE,0,0,,,,,,
K9,FALSE,Bv+P_nanopore_21_T0,Bv+P_nanopore_21_T0,Unknown,SYBR,28.23769,0.9784546927855210,,Amp,FALSE,0,0,,,,,,
K10,FALSE,Bv+P_nanopore_22_T0,Bv+P_nanopore_22_T0,Unknown,SYBR,28.383472,0.9861425070893500,,Amp,FALSE,0,0,,,,,,
K11,FALSE,Bv+P_nanopore_23_T0,Bv+P_nanopore_23_T0,Unknown,SYBR,28.415455,0.9831971876438090,,Amp,FALSE,0,0,,,,,,
K12,FALSE,Bv+P_nanopore_24_T0,Bv+P_nanopore_24_T0,Unknown,SYBR,28.095242,0.9859428783796050,,Amp,FALSE,0,0,,,,,,
K13,FALSE,Bv+P_nanopore_13_T12,Bv+P_nanopore_13_T12,Unknown,SYBR,25.326778,0.5723535128391280,,Amp,FALSE,0,0,,,,,,
K14,FALSE,Bv+P_nanopore_14_T12,Bv+P_nanopore_14_T12,Unknown,SYBR,24.30982,0.1547133634145460,,Amp,FALSE,0,0,,,,,,
K15,FALSE,Bv+P_nanopore_15_T12,Bv+P_nanopore_15_T12,Unknown,SYBR,22.838785,0,,Amp,FALSE,0,0,,,,,,
K16,FALSE,Bv+P_nanopore_16_T12,Bv+P_nanopore_16_T12,Unknown,SYBR,24.896927,0.3983615460413660,,Amp,FALSE,0,0,,,,,,
K17,FALSE,Bv+P_nanopore_17_T12,Bv+P_nanopore_17_T12,Unknown,SYBR,24.429678,0.19676789983357400,,Amp,FALSE,0,0,,,,,,
K18,FALSE,Bv+P_nanopore_18_T12,Bv+P_nanopore_18_T12,Unknown,SYBR,22.752665,0,,Amp,FALSE,0,0,,,,,,
K19,FALSE,Bv+P_nanopore_19_T12,Bv+P_nanopore_19_T12,Unknown,SYBR,24.855947,0.4184548167722160,,Amp,FALSE,0,0,,,,,,
K20,FALSE,Bv+P_nanopore_20_T12,Bv+P_nanopore_20_T12,Unknown,SYBR,25.676014,0.6210900346266810,,Amp,FALSE,0,0,,,,,,
K21,FALSE,Bv+P_nanopore_21_T12,Bv+P_nanopore_21_T12,Unknown,SYBR,25.302292,0.45604759962250200,,Amp,FALSE,0,0,,,,,,
K22,FALSE,Bv+P_nanopore_22_T12,Bv+P_nanopore_22_T12,Unknown,SYBR,22.359993,0,,Amp,FALSE,0,0,,,,,,
K23,FALSE,Bv+P_nanopore_23_T12,Bv+P_nanopore_23_T12,Unknown,SYBR,25.199444,0.4358776254740650,,Amp,FALSE,0,0,,,,,,
K24,FALSE,Bv+P_nanopore_24_T12,Bv+P_nanopore_24_T12,Unknown,SYBR,22.951944,0,,Amp,FALSE,0,0,,,,,,
L1,FALSE,Bv+P_nanopore_13_T0,Bv+P_nanopore_13_T0,Unknown,SYBR,27.609419,0.988276296514243,,Amp,FALSE,0,0,,,,,,
L2,FALSE,Bv+P_nanopore_14_T0,Bv+P_nanopore_14_T0,Unknown,SYBR,31.229149,0.965644877331593,,Amp,FALSE,0,0,,,,,,
L3,FALSE,Bv+P_nanopore_15_T0,Bv+P_nanopore_15_T0,Unknown,SYBR,28.233423,0.9790636236945100,,Amp,FALSE,0,0,,,,,,
L4,FALSE,Bv+P_nanopore_16_T0,Bv+P_nanopore_16_T0,Unknown,SYBR,28.197802,0.9845688667929920,,Amp,FALSE,0,0,,,,,,
L5,FALSE,Bv+P_nanopore_17_T0,Bv+P_nanopore_17_T0,Unknown,SYBR,28.108774,0.9869783234700170,,Amp,FALSE,0,0,,,,,,
L6,FALSE,Bv+P_nanopore_18_T0,Bv+P_nanopore_18_T0,Unknown,SYBR,28.055172,0.9854358357930900,,Amp,FALSE,0,0,,,,,,
L7,FALSE,Bv+P_nanopore_19_T0,Bv+P_nanopore_19_T0,Unknown,SYBR,28.097198,0.9830895671778080,,Amp,FALSE,0,0,,,,,,
L8,FALSE,Bv+P_nanopore_20_T0,Bv+P_nanopore_20_T0,Unknown,SYBR,28.1554,0.9925175413398010,,Amp,FALSE,0,0,,,,,,
L9,FALSE,Bv+P_nanopore_21_T0,Bv+P_nanopore_21_T0,Unknown,SYBR,28.096117,0.9858381072788380,,Amp,FALSE,0,0,,,,,,
L10,FALSE,Bv+P_nanopore_22_T0,Bv+P_nanopore_22_T0,Unknown,SYBR,28.108511,0.9867756836052840,,Amp,FALSE,0,0,,,,,,
L11,FALSE,Bv+P_nanopore_23_T0,Bv+P_nanopore_23_T0,Unknown,SYBR,27.989891,0.9872172739794170,,Amp,FALSE,0,0,,,,,,
L12,FALSE,Bv+P_nanopore_24_T0,Bv+P_nanopore_24_T0,Unknown,SYBR,28.329872,0.9823699802994650,,Amp,FALSE,0,0,,,,,,
L13,FALSE,Bv+P_nanopore_13_T12,Bv+P_nanopore_13_T12,Unknown,SYBR,26.148764,0.7560866312162620,,Amp,FALSE,0,0,,,,,,
L14,FALSE,Bv+P_nanopore_14_T12,Bv+P_nanopore_14_T12,Unknown,SYBR,19.918154,0,,Amp,FALSE,0,0,,,,,,
L15,FALSE,Bv+P_nanopore_15_T12,Bv+P_nanopore_15_T12,Unknown,SYBR,20.521322,0,,Amp,FALSE,0,0,,,,,,
L16,FALSE,Bv+P_nanopore_16_T12,Bv+P_nanopore_16_T12,Unknown,SYBR,27.340973,0.9415308580710430,,Amp,FALSE,0,0,,,,,,
L17,FALSE,Bv+P_nanopore_17_T12,Bv+P_nanopore_17_T12,Unknown,SYBR,23.337744,0.07675281913788800,,Amp,FALSE,0,0,,,,,,
L18,FALSE,Bv+P_nanopore_18_T12,Bv+P_nanopore_18_T12,Unknown,SYBR,19.655771,0,,Amp,FALSE,0,0,,,,,,
L19,FALSE,Bv+P_nanopore_19_T12,Bv+P_nanopore_19_T12,Unknown,SYBR,24.639378,0.3170004649827180,,Amp,FALSE,0,0,,,,,,
L20,FALSE,Bv+P_nanopore_20_T12,Bv+P_nanopore_20_T12,Unknown,SYBR,24.589417,0.2992410441772760,,Amp,FALSE,0,0,,,,,,
L21,FALSE,Bv+P_nanopore_21_T12,Bv+P_nanopore_21_T12,Unknown,SYBR,25.54541,0.5851862256968190,,Amp,FALSE,0,0,,,,,,
L22,FALSE,Bv+P_nanopore_22_T12,Bv+P_nanopore_22_T12,Unknown,SYBR,20.76346,0,,Amp,FALSE,0,0,,,,,,
L23,FALSE,Bv+P_nanopore_23_T12,Bv+P_nanopore_23_T12,Unknown,SYBR,26.331099,0.809038513067655,,Amp,FALSE,0,0,,,,,,
L24,FALSE,Bv+P_nanopore_24_T12,Bv+P_nanopore_24_T12,Unknown,SYBR,21.324821,0,,Amp,FALSE,0,0,,,,,,
M1,FALSE,Bd+P_nanopore_1_T0,Bd+P_nanopore_1_T0,Unknown,SYBR,28.123514,0.9871844110330440,,Amp,FALSE,0,0,,,,,,
M2,FALSE,Bd+P_nanopore_2_T0,Bd+P_nanopore_2_T0,Unknown,SYBR,27.518103,0.9890246389864990,,Amp,FALSE,0,0,,,,,,
M3,FALSE,Bd+P_nanopore_3_T0,Bd+P_nanopore_3_T0,Unknown,SYBR,27.710457,0.9901685091046730,,Amp,FALSE,0,0,,,,,,
M4,FALSE,Bd+P_nanopore_4_T0,Bd+P_nanopore_4_T0,Unknown,SYBR,27.93747,0.9926018128037880,,Amp,FALSE,0,0,,,,,,
M5,FALSE,Bd+P_nanopore_5_T0,Bd+P_nanopore_5_T0,Unknown,SYBR,27.600769,0.9925859260048,,Amp,FALSE,0,0,,,,,,
M6,FALSE,Bd+P_nanopore_6_T0,Bd+P_nanopore_6_T0,Unknown,SYBR,27.837667,0.9883507235646100,,Amp,FALSE,0,0,,,,,,
M7,FALSE,Bd+P_nanopore_7_T0,Bd+P_nanopore_7_T0,Unknown,SYBR,27.476746,0.9940265459493600,,Amp,FALSE,0,0,,,,,,
M8,FALSE,Bd+P_nanopore_8_T0,Bd+P_nanopore_8_T0,Unknown,SYBR,27.92052,0.9946378329488030,,Amp,FALSE,0,0,,,,,,
M9,FALSE,Bd+P_nanopore_9_T0,Bd+P_nanopore_9_T0,Unknown,SYBR,28.664444,0.9492078345350400,,Amp,FALSE,0,0,,,,,,
M10,FALSE,Bd+P_nanopore_10_T0,Bd+P_nanopore_10_T0,Unknown,SYBR,27.69333,0.9921019697213390,,Amp,FALSE,0,0,,,,,,
M11,FALSE,Bd+P_nanopore_11_T0,Bd+P_nanopore_11_T0,Unknown,SYBR,27.716839,0.9893218248204430,,Amp,FALSE,0,0,,,,,,
M12,FALSE,Bd+P_nanopore_12_T0,Bd+P_nanopore_12_T0,Unknown,SYBR,27.944567,0.9908230180900490,,Amp,FALSE,0,0,,,,,,
M13,FALSE,Bd+P_nanopore_1_T12,Bd+P_nanopore_1_T12,Unknown,SYBR,23.811308,0.2278749556281630,,Amp,FALSE,0,0,,,,,,
M14,FALSE,Bd+P_nanopore_2_T12,Bd+P_nanopore_2_T12,Unknown,SYBR,22.479805,0.030474126706123400,,Amp,FALSE,0,0,,,,,,
M15,FALSE,Bd+P_nanopore_3_T12,Bd+P_nanopore_3_T12,Unknown,SYBR,22.10743,0,,Amp,FALSE,0,0,,,,,,
M16,FALSE,Bd+P_nanopore_4_T12,Bd+P_nanopore_4_T12,Unknown,SYBR,23.579819,0.15627919830238300,,Amp,FALSE,0,0,,,,,,
M17,FALSE,Bd+P_nanopore_5_T12,Bd+P_nanopore_5_T12,Unknown,SYBR,24.531528,0.3391058127777320,,Amp,FALSE,0,0,,,,,,
M18,FALSE,Bd+P_nanopore_6_T12,Bd+P_nanopore_6_T12,Unknown,SYBR,23.715534,0.1662420585018460,,Amp,FALSE,0,0,,,,,,
M19,FALSE,Bd+P_nanopore_7_T12,Bd+P_nanopore_7_T12,Unknown,SYBR,22.38952,0.007014109783254410,,Amp,FALSE,0,0,,,,,,
M20,FALSE,Bd+P_nanopore_8_T12,Bd+P_nanopore_8_T12,Unknown,SYBR,26.463085,0.7990608958327890,,Amp,FALSE,0,0,,,,,,
M21,FALSE,Bd+P_nanopore_9_T12,Bd+P_nanopore_9_T12,Unknown,SYBR,19.975836,0,,Amp,FALSE,0,0,,,,,,
M22,FALSE,Bd+P_nanopore_10_T12,Bd+P_nanopore_10_T12,Unknown,SYBR,22.120886,0,,Amp,FALSE,0,0,,,,,,
M23,FALSE,Bd+P_nanopore_11_T12,Bd+P_nanopore_11_T12,Unknown,SYBR,24.992249,0.3963796021769150,,Amp,FALSE,0,0,,,,,,
M24,FALSE,Bd+P_nanopore_12_T12,Bd+P_nanopore_12_T12,Unknown,SYBR,22.74477,0.03235454579581120,,Amp,FALSE,0,0,,,,,,
N1,FALSE,Bd+P_nanopore_1_T0,Bd+P_nanopore_1_T0,Unknown,SYBR,28.056557,0.9926384839052260,,Amp,FALSE,0,0,,,,,,
N2,FALSE,Bd+P_nanopore_2_T0,Bd+P_nanopore_2_T0,Unknown,SYBR,27.96135,0.986596327128774,,Amp,FALSE,0,0,,,,,,
N3,FALSE,Bd+P_nanopore_3_T0,Bd+P_nanopore_3_T0,Unknown,SYBR,27.567087,0.9935495603108960,,Amp,FALSE,0,0,,,,,,
N4,FALSE,Bd+P_nanopore_4_T0,Bd+P_nanopore_4_T0,Unknown,SYBR,27.575893,0.9944268797823840,,Amp,FALSE,0,0,,,,,,
N5,FALSE,Bd+P_nanopore_5_T0,Bd+P_nanopore_5_T0,Unknown,SYBR,27.694494,0.9936737546680290,,Amp,FALSE,0,0,,,,,,
N6,FALSE,Bd+P_nanopore_6_T0,Bd+P_nanopore_6_T0,Unknown,SYBR,27.714832,0.9912501248550500,,Amp,FALSE,0,0,,,,,,
N7,FALSE,Bd+P_nanopore_7_T0,Bd+P_nanopore_7_T0,Unknown,SYBR,27.705067,0.9919767034547160,,Amp,FALSE,0,0,,,,,,
N8,FALSE,Bd+P_nanopore_8_T0,Bd+P_nanopore_8_T0,Unknown,SYBR,27.804853,0.9880752520137760,,Amp,FALSE,0,0,,,,,,
N9,FALSE,Bd+P_nanopore_9_T0,Bd+P_nanopore_9_T0,Unknown,SYBR,27.51213,0.9898501362987710,,Amp,FALSE,0,0,,,,,,
N10,FALSE,Bd+P_nanopore_10_T0,Bd+P_nanopore_10_T0,Unknown,SYBR,27.755919,0.991061781718795,,Amp,FALSE,0,0,,,,,,
N11,FALSE,Bd+P_nanopore_11_T0,Bd+P_nanopore_11_T0,Unknown,SYBR,27.780739,0.9933227322233890,,Amp,FALSE,0,0,,,,,,
N12,FALSE,Bd+P_nanopore_12_T0,Bd+P_nanopore_12_T0,Unknown,SYBR,27.563694,0.9934759340785130,,Amp,FALSE,0,0,,,,,,
N13,FALSE,Bd+P_nanopore_1_T12,Bd+P_nanopore_1_T12,Unknown,SYBR,25.1112,0.5282673429842030,,Amp,FALSE,0,0,,,,,,
N14,FALSE,Bd+P_nanopore_2_T12,Bd+P_nanopore_2_T12,Unknown,SYBR,23.947155,0.2573329990687620,,Amp,FALSE,0,0,,,,,,
N15,FALSE,Bd+P_nanopore_3_T12,Bd+P_nanopore_3_T12,Unknown,SYBR,23.191195,0.07633157380122380,,Amp,FALSE,0,0,,,,,,
N16,FALSE,Bd+P_nanopore_4_T12,Bd+P_nanopore_4_T12,Unknown,SYBR,25.916475,0.7173719053193920,,Amp,FALSE,0,0,,,,,,
N17,FALSE,Bd+P_nanopore_5_T12,Bd+P_nanopore_5_T12,Unknown,SYBR,23.791237,0.18221951805571700,,Amp,FALSE,0,0,,,,,,
N18,FALSE,Bd+P_nanopore_6_T12,Bd+P_nanopore_6_T12,Unknown,SYBR,23.574015,0.1054078475559010,,Amp,FALSE,0,0,,,,,,
N19,FALSE,Bd+P_nanopore_7_T12,Bd+P_nanopore_7_T12,Unknown,SYBR,23.34396,0.1168751783615130,,Amp,FALSE,0,0,,,,,,
N20,FALSE,Bd+P_nanopore_8_T12,Bd+P_nanopore_8_T12,Unknown,SYBR,25.353155,0.4826231865773110,,Amp,FALSE,0,0,,,,,,
N21,FALSE,Bd+P_nanopore_9_T12,Bd+P_nanopore_9_T12,Unknown,SYBR,24.74706,0.40171019889284800,,Amp,FALSE,0,0,,,,,,
N22,FALSE,Bd+P_nanopore_10_T12,Bd+P_nanopore_10_T12,Unknown,SYBR,23.736624,0.12364135747869300,,Amp,FALSE,0,0,,,,,,
N23,FALSE,Bd+P_nanopore_11_T12,Bd+P_nanopore_11_T12,Unknown,SYBR,25.901783,0.692315994999458,,Amp,FALSE,0,0,,,,,,
N24,FALSE,Bd+P_nanopore_12_T12,Bd+P_nanopore_12_T12,Unknown,SYBR,25.162035,0.47781045031513700,,Amp,FALSE,0,0,,,,,,
O1,FALSE,Bd+P_nanopore_13_T0,Bd+P_nanopore_13_T0,Unknown,SYBR,27.71535,0.9863440272272760,,Amp,FALSE,0,0,,,,,,
O2,FALSE,Bd+P_nanopore_14_T0,Bd+P_nanopore_14_T0,Unknown,SYBR,27.61034,0.98521103653911,,Amp,FALSE,0,0,,,,,,
O3,FALSE,Bd+P_nanopore_15_T0,Bd+P_nanopore_15_T0,Unknown,SYBR,28.132593,0.9296362749781990,,Amp,FALSE,0,0,,,,,,
O4,FALSE,Bd+P_nanopore_16_T0,Bd+P_nanopore_16_T0,Unknown,SYBR,27.735746,0.98842987723615,,Amp,FALSE,0,0,,,,,,
O5,FALSE,Bd+P_nanopore_17_T0,Bd+P_nanopore_17_T0,Unknown,SYBR,27.425415,0.9891127764491780,,Amp,FALSE,0,0,,,,,,
O6,FALSE,Bd+P_nanopore_18_T0,Bd+P_nanopore_18_T0,Unknown,SYBR,27.381773,0.9922379657429660,,Amp,FALSE,0,0,,,,,,
O7,FALSE,Bd+P_nanopore_19_T0,Bd+P_nanopore_19_T0,Unknown,SYBR,27.881147,0.963336546748881,,Amp,FALSE,0,0,,,,,,
O8,FALSE,Bd+P_nanopore_20_T0,Bd+P_nanopore_20_T0,Unknown,SYBR,27.532175,0.9927778065443230,,Amp,FALSE,0,0,,,,,,
O9,FALSE,Bd+P_nanopore_21_T0,Bd+P_nanopore_21_T0,Unknown,SYBR,28.18762,0.9325680086690600,,Amp,FALSE,0,0,,,,,,
O10,FALSE,Bd+P_nanopore_22_T0,Bd+P_nanopore_22_T0,Unknown,SYBR,27.794893,0.9181631779722210,,Amp,FALSE,0,0,,,,,,
O11,FALSE,Bd+P_nanopore_23_T0,Bd+P_nanopore_23_T0,Unknown,SYBR,28.018858,0.9899225560639910,,Amp,FALSE,0,0,,,,,,
O12,FALSE,Bd+P_nanopore_24_T0,Bd+P_nanopore_24_T0,Unknown,SYBR,27.713558,0.9905484086312740,,Amp,FALSE,0,0,,,,,,
O13,FALSE,Bd+P_nanopore_13_T12,Bd+P_nanopore_13_T12,Unknown,SYBR,23.886703,0.20214045068264300,,Amp,FALSE,0,0,,,,,,
O14,FALSE,Bd+P_nanopore_14_T12,Bd+P_nanopore_14_T12,Unknown,SYBR,23.034048,0.10130384941449400,,Amp,FALSE,0,0,,,,,,
O15,FALSE,Bd+P_nanopore_15_T12,Bd+P_nanopore_15_T12,Unknown,SYBR,24.377806,0.2646488114636720,,Amp,FALSE,0,0,,,,,,
O16,FALSE,Bd+P_nanopore_16_T12,Bd+P_nanopore_16_T12,Unknown,SYBR,23.829355,0.14261580583124400,,Amp,FALSE,0,0,,,,,,
O17,FALSE,Bd+P_nanopore_17_T12,Bd+P_nanopore_17_T12,Unknown,SYBR,23.735008,0.10038477641244800,,Amp,FALSE,0,0,,,,,,
O18,FALSE,Bd+P_nanopore_18_T12,Bd+P_nanopore_18_T12,Unknown,SYBR,25.099659,0.4487225268277970,,Amp,FALSE,0,0,,,,,,
O19,FALSE,Bd+P_nanopore_19_T12,Bd+P_nanopore_19_T12,Unknown,SYBR,23.89985,0.19873185660166700,,Amp,FALSE,0,0,,,,,,
